page,timestamp,level,logger,message,raw
103,,,,,@ 368.75
103,"2026-03-19 10:00:10,213",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:10,213 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=366.05
103,"2026-03-19 10:00:11,301",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:11,301 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=364.70
103,"2026-03-19 10:00:12,396",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:12,396 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=362.50
103,"2026-03-19 10:00:12,397",WARNING,sensex_noise.services.engine,Early failure signal detected,"2026-03-19 10:00:12,397 | WARNING | sensex_noise.services.engine | Early failure signal detected"
103,"2026-03-19 10:00:13,486",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:13,486 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=362.10
103,"2026-03-19 10:00:14,593",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:14,593 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=358.60
103,"2026-03-19 10:00:15,689",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:15,689 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=359.05
103,"2026-03-19 10:00:16,781",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:16,781 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=357.30
103,"2026-03-19 10:00:17,882",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:17,882 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=355.50
103,"2026-03-19 10:00:18,967",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:18,967 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=357.75
103,"2026-03-19 10:00:20,067",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:20,067 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=351.60
103,"2026-03-19 10:00:21,164",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:21,164 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=349.55
103,"2026-03-19 10:00:22,270",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:22,270 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=349.20
103,"2026-03-19 10:00:23,361",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:23,361 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=350.10
103,"2026-03-19 10:00:24,453",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:24,453 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=354.05
103,"2026-03-19 10:00:25,538",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:25,538 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=355.75
103,"2026-03-19 10:00:26,632",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:26,632 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=356.40
103,"2026-03-19 10:00:27,719",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:27,719 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=357.40
103,"2026-03-19 10:00:28,814",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:28,814 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=358.35
103,"2026-03-19 10:00:29,907",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:29,907 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=358.95
103,"2026-03-19 10:00:31,000",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:31,000 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=359.55
103,"2026-03-19 10:00:32,091",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:32,091 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
103,,,,,entry=365.75 | target=368.75 | ltp=361.10
104,"2026-03-19 10:00:33,186",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:33,186 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=359.05
104,"2026-03-19 10:00:34,280",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:34,280 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=356.00
104,"2026-03-19 10:00:35,381",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:35,381 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=356.60
104,"2026-03-19 10:00:36,472",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:36,472 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=354.65
104,"2026-03-19 10:00:37,560",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:37,560 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=356.25
104,"2026-03-19 10:00:38,662",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:38,662 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=352.45
104,"2026-03-19 10:00:39,758",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:39,758 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=350.10
104,"2026-03-19 10:00:40,849",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:40,849 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=351.65
104,"2026-03-19 10:00:41,943",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:41,943 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=353.85
104,"2026-03-19 10:00:43,041",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:43,041 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=356.05
104,"2026-03-19 10:00:44,148",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:44,148 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=357.50
104,"2026-03-19 10:00:45,244",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:45,244 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=357.55
104,"2026-03-19 10:00:46,333",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:46,333 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=360.50
104,"2026-03-19 10:00:47,419",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:47,419 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=357.35
104,"2026-03-19 10:00:48,505",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:48,505 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=358.60
104,"2026-03-19 10:00:49,595",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:49,595 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=359.50
104,"2026-03-19 10:00:50,689",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:50,689 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=360.30
104,"2026-03-19 10:00:51,795",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:51,795 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=359.70
104,"2026-03-19 10:00:52,893",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:52,893 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=362.05
104,"2026-03-19 10:00:53,986",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:53,986 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=362.90
104,"2026-03-19 10:00:55,076",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:55,076 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=362.15
104,"2026-03-19 10:00:56,170",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:56,170 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=360.50
104,"2026-03-19 10:00:57,257",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:57,257 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=361.65
104,"2026-03-19 10:00:58,353",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:58,353 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=360.85
104,"2026-03-19 10:00:59,444",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:00:59,444 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=364.50
104,"2026-03-19 10:01:00,532",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:00,532 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=364.45
104,"2026-03-19 10:01:01,634",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:01,634 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=366.10
104,"2026-03-19 10:01:02,727",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:02,727 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
104,,,,,entry=365.75 | target=368.75 | ltp=363.50
105,"2026-03-19 10:01:03,837",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:03,837 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=361.30
105,"2026-03-19 10:01:04,937",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:04,937 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=358.20
105,"2026-03-19 10:01:06,039",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:06,039 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=359.95
105,"2026-03-19 10:01:07,138",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:07,138 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=357.65
105,"2026-03-19 10:01:08,263",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:08,263 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=349.75
105,"2026-03-19 10:01:09,354",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:09,354 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=347.90
105,"2026-03-19 10:01:10,447",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:10,447 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=348.40
105,"2026-03-19 10:01:11,535",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:11,535 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=348.80
105,"2026-03-19 10:01:12,635",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:12,635 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=349.40
105,"2026-03-19 10:01:13,737",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:13,737 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=350.25
105,"2026-03-19 10:01:14,829",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:14,829 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=352.45
105,"2026-03-19 10:01:15,919",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:15,919 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=355.00
105,"2026-03-19 10:01:17,012",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:17,012 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=354.50
105,"2026-03-19 10:01:18,111",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:18,111 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=354.65
105,"2026-03-19 10:01:19,220",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:19,220 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=354.60
105,"2026-03-19 10:01:20,319",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:20,319 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=349.85
105,"2026-03-19 10:01:21,413",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:21,413 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=344.15
105,"2026-03-19 10:01:22,498",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:22,498 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=344.45
105,"2026-03-19 10:01:23,588",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:23,588 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=338.90
105,"2026-03-19 10:01:24,678",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:24,678 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=337.40
105,"2026-03-19 10:01:25,789",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:25,789 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=334.90
105,"2026-03-19 10:01:26,884",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:26,884 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=337.50
105,"2026-03-19 10:01:27,973",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:27,973 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=336.15
105,"2026-03-19 10:01:29,073",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:29,073 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=336.50
105,"2026-03-19 10:01:30,164",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:30,164 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=341.05
105,"2026-03-19 10:01:31,254",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:31,254 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=342.05
105,"2026-03-19 10:01:32,348",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:32,348 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=340.05
105,"2026-03-19 10:01:33,439",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:33,439 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
105,,,,,entry=365.75 | target=368.75 | ltp=337.50
106,"2026-03-19 10:01:34,531",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:34,531 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=339.25
106,"2026-03-19 10:01:35,623",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:35,623 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=336.55
106,"2026-03-19 10:01:36,726",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:36,726 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=340.45
106,"2026-03-19 10:01:37,815",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:37,815 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=339.55
106,"2026-03-19 10:01:38,906",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:38,906 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=337.60
106,"2026-03-19 10:01:40,004",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:40,004 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=338.90
106,"2026-03-19 10:01:41,098",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:41,098 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=340.25
106,"2026-03-19 10:01:42,183",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:42,183 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=339.55
106,"2026-03-19 10:01:43,267",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:43,267 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=337.40
106,"2026-03-19 10:01:44,358",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:44,358 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=336.75
106,"2026-03-19 10:01:45,448",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:45,448 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=339.95
106,"2026-03-19 10:01:46,542",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:46,542 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=340.45
106,"2026-03-19 10:01:47,627",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:47,627 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=339.50
106,"2026-03-19 10:01:48,715",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:48,715 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=341.85
106,"2026-03-19 10:01:49,814",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:49,814 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=345.85
106,"2026-03-19 10:01:50,909",INFO,sensex_noise.services.engine,OPEN POSITION | BFO:SENSEX2631975100PE |,"2026-03-19 10:01:50,909 | INFO | sensex_noise.services.engine | OPEN POSITION | BFO:SENSEX2631975100PE |"
106,,,,,entry=365.75 | target=368.75 | ltp=345.00
